track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,stream_class
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3.0,2022.0,8.0,5.0,1456.0,0.0,219196651.0,53.0,2.0,33.0,0.0,0.0,120.0,nan,Major,77.0,94.0,87.0,2.0,0.0,23.0,12.0,Low
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3.0,2022.0,8.0,5.0,2107.0,0.0,170732845.0,51.0,1.0,50.0,0.0,0.0,130.0,E,Minor,72.0,18.0,46.0,7.0,0.0,28.0,8.0,Low
Caile,Luar La L,1.0,2020.0,12.0,18.0,1494.0,2.0,273914335.0,17.0,12.0,15.0,0.0,0.0,122.0,nan,Major,70.0,46.0,76.0,30.0,0.0,9.0,45.0,Average
Si Te La Encuentras Por Ahï¿½,Feid,1.0,2022.0,8.0,5.0,1379.0,4.0,179061440.0,23.0,10.0,18.0,0.0,0.0,172.0,G#,Minor,74.0,46.0,58.0,15.0,0.0,13.0,8.0,Low
GIVENCHY,Duki,1.0,2022.0,7.0,20.0,625.0,4.0,185236961.0,13.0,18.0,12.0,0.0,0.0,103.0,G#,Major,61.0,38.0,62.0,14.0,0.0,23.0,40.0,Low
ALIEN SUPERSTAR,Beyoncï¿½,1.0,2022.0,7.0,29.0,2688.0,0.0,171788484.0,39.0,47.0,36.0,0.0,0.0,122.0,A#,Minor,55.0,46.0,64.0,0.0,0.0,17.0,10.0,Low
Mary On A Cross,Ghost,1.0,2019.0,9.0,13.0,2668.0,2.0,387080183.0,38.0,266.0,78.0,0.0,141.0,130.0,B,Major,47.0,56.0,90.0,0.0,0.0,10.0,4.0,Average
Attention,NewJeans,1.0,2022.0,8.0,1.0,799.0,12.0,264717480.0,14.0,141.0,9.0,0.0,1.0,105.0,A#,Minor,81.0,70.0,65.0,24.0,0.0,8.0,4.0,Average
THE SHADE,Rex Orange County,1.0,2022.0,3.0,11.0,1189.0,6.0,244928911.0,17.0,10.0,16.0,0.0,4.0,120.0,F,Major,90.0,73.0,51.0,39.0,0.0,9.0,6.0,Average
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1.0,2022.0,7.0,12.0,367.0,0.0,97610446.0,28.0,67.0,195.0,0.0,0.0,145.0,G,Major,56.0,43.0,53.0,24.0,0.0,12.0,4.0,Low
El Rescate,"Grupo Marca Registrada, Junior H",2.0,2022.0,7.0,22.0,527.0,4.0,287278853.0,10.0,43.0,3.0,1.0,0.0,99.0,G,Minor,79.0,64.0,59.0,28.0,0.0,11.0,14.0,Average
Heartless,Kanye West,1.0,2008.0,1.0,1.0,17504.0,34.0,887906111.0,63.0,39.0,1315.0,0.0,2.0,88.0,A#,Minor,79.0,66.0,65.0,5.0,0.0,25.0,14.0,High
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4.0,2022.0,7.0,15.0,3113.0,0.0,123473120.0,54.0,6.0,124.0,1.0,0.0,126.0,A,Major,81.0,90.0,73.0,28.0,0.0,29.0,4.0,Low
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2.0,2022.0,8.0,15.0,685.0,5.0,295152154.0,15.0,79.0,4.0,2.0,0.0,136.0,nan,Major,77.0,71.0,75.0,33.0,1.0,13.0,4.0,Average
JGL,"Luis R Conriquez, La Adictiva",2.0,2022.0,2.0,18.0,782.0,9.0,323455692.0,15.0,33.0,6.0,1.0,0.0,113.0,G#,Major,70.0,97.0,59.0,55.0,0.0,27.0,12.0,Average
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3.0,2022.0,6.0,16.0,2442.0,0.0,240918092.0,81.0,4.0,248.0,1.0,6.0,132.0,B,Major,82.0,49.0,88.0,20.0,0.0,21.0,3.0,Average
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3.0,2022.0,5.0,20.0,1112.0,4.0,191873381.0,22.0,2.0,65.0,1.0,3.0,135.0,G#,Major,77.0,74.0,74.0,47.0,0.0,34.0,8.0,Low
Hold Me Closer,"Elton John, Britney Spears",2.0,2017.0,11.0,10.0,4967.0,0.0,284216603.0,165.0,10.0,177.0,4.0,73.0,126.0,nan,Major,67.0,49.0,77.0,11.0,0.0,19.0,11.0,Average
Forget Me,Lewis Capaldi,1.0,2022.0,9.0,9.0,2520.0,4.0,239411309.0,93.0,95.0,84.0,9.0,202.0,102.0,C#,Minor,67.0,72.0,74.0,30.0,0.0,36.0,4.0,Average
After LIKE,IVE,1.0,2022.0,8.0,22.0,767.0,12.0,265548837.0,20.0,129.0,11.0,0.0,12.0,125.0,nan,Major,68.0,80.0,92.0,10.0,0.0,9.0,12.0,Average
Bound 2,Kanye West,1.0,2013.0,1.0,1.0,19806.0,7.0,703301727.0,33.0,11.0,274.0,0.0,0.0,149.0,C#,Major,37.0,28.0,66.0,14.0,0.0,9.0,5.0,Average
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2.0,2022.0,6.0,15.0,5153.0,6.0,244585109.0,102.0,53.0,113.0,12.0,0.0,137.0,nan,Major,74.0,71.0,89.0,24.0,61.0,15.0,5.0,Average
Talk that Talk,TWICE,1.0,2022.0,8.0,26.0,615.0,0.0,189476119.0,14.0,77.0,15.0,1.0,2.0,120.0,D#,Minor,77.0,78.0,91.0,14.0,0.0,33.0,12.0,Low
BILLIE EILISH.,Armani White,1.0,2022.0,1.0,20.0,2537.0,0.0,277132266.0,49.0,1.0,67.0,11.0,1.0,100.0,C#,Major,90.0,75.0,50.0,11.0,0.0,9.0,26.0,Average
Ferxxo 100,Feid,1.0,2022.0,6.0,3.0,1647.0,30.0,278920007.0,20.0,49.0,23.0,2.0,2.0,164.0,G#,Minor,70.0,58.0,57.0,25.0,0.0,15.0,7.0,Average
KU LO SA - A COLORS SHOW,Oxlade,1.0,2022.0,6.0,10.0,2019.0,8.0,222410722.0,117.0,72.0,107.0,1.0,7.0,93.0,A#,Minor,65.0,79.0,66.0,31.0,0.0,22.0,7.0,Low
Prohibidox,Feid,1.0,2022.0,9.0,13.0,1473.0,12.0,185392587.0,25.0,36.0,25.0,1.0,0.0,180.0,C#,Minor,65.0,52.0,80.0,5.0,0.0,6.0,25.0,Low
Static,Steve Lacy,1.0,2022.0,7.0,15.0,1613.0,0.0,202452860.0,21.0,15.0,13.0,0.0,0.0,79.0,C#,Major,34.0,22.0,31.0,43.0,63.0,10.0,7.0,Low
The Scientist,Coldplay,1.0,2002.0,8.0,5.0,30992.0,6.0,1608164312.0,124.0,25.0,7827.0,1.0,0.0,146.0,F,Major,56.0,21.0,44.0,73.0,0.0,11.0,2.0,High
Sparks,Coldplay,1.0,2000.0,7.0,10.0,10826.0,4.0,624101957.0,24.0,0.0,805.0,0.0,0.0,103.0,C#,Major,37.0,17.0,27.0,75.0,5.0,10.0,3.0,Average
Talk,YEAT,1.0,2022.0,9.0,2.0,920.0,0.0,148461629.0,10.0,1.0,8.0,0.0,0.0,140.0,E,Minor,70.0,26.0,76.0,8.0,0.0,54.0,23.0,Low
XQ Te Pones Asï¿½,"Yandel, Feid",2.0,2022.0,9.0,13.0,308.0,0.0,47093942.0,6.0,1.0,6.0,0.0,0.0,92.0,A#,Major,81.0,48.0,70.0,13.0,0.0,15.0,7.0,Low
Selfish,PnB Rock,1.0,2016.0,6.0,23.0,2468.0,0.0,380319238.0,15.0,0.0,0.0,0.0,0.0,102.0,C#,Minor,64.0,4.0,60.0,11.0,0.0,19.0,4.0,Average
Sin Seï¿½ï¿½,"Ovy On The Drums, Quevedo",2.0,2022.0,7.0,22.0,1097.0,2.0,209106362.0,18.0,10.0,13.0,1.0,1.0,118.0,B,Minor,82.0,75.0,85.0,33.0,1.0,11.0,4.0,Low
Lady Mi Amor,Feid,1.0,2022.0,9.0,13.0,330.0,0.0,53987404.0,3.0,0.0,2.0,0.0,0.0,93.0,D,Major,78.0,75.0,62.0,6.0,0.0,15.0,6.0,Low
Poland,Lil Yachty,1.0,2022.0,6.0,23.0,1584.0,0.0,115331792.0,38.0,0.0,24.0,0.0,0.0,150.0,F,Minor,70.0,26.0,56.0,14.0,83.0,11.0,5.0,Low
THE LONELIEST,Mï¿½ï¿½ne,1.0,2022.0,10.0,7.0,1585.0,5.0,225093344.0,78.0,65.0,328.0,1.0,198.0,130.0,D,Major,52.0,24.0,60.0,0.0,0.0,8.0,3.0,Low
Bye Bye,"Marshmello, Juice WRLD",2.0,2022.0,10.0,14.0,766.0,0.0,84697729.0,16.0,0.0,9.0,0.0,0.0,83.0,D#,Minor,65.0,24.0,53.0,6.0,0.0,51.0,4.0,Low
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4.0,2022.0,8.0,18.0,836.0,0.0,159240673.0,14.0,1.0,13.0,0.0,0.0,102.0,A,Major,84.0,43.0,75.0,5.0,0.0,6.0,8.0,Low
Nxde,(G)I-DLE,1.0,2022.0,10.0,17.0,430.0,6.0,170709584.0,14.0,116.0,9.0,0.0,11.0,136.0,E,Minor,73.0,65.0,91.0,4.0,0.0,48.0,18.0,Low
Miss You,Southstar,1.0,1982.0,5.0,16.0,2020.0,0.0,154356956.0,77.0,10.0,119.0,0.0,40.0,145.0,A,Major,66.0,24.0,58.0,17.0,0.0,19.0,5.0,Low
we fell in love in october,girl in red,1.0,2018.0,11.0,21.0,6858.0,0.0,723043854.0,31.0,21.0,15.0,0.0,4.0,130.0,G,Major,57.0,24.0,37.0,11.0,18.0,16.0,3.0,High
2 Be Loved (Am I Ready),Lizzo,1.0,2022.0,7.0,14.0,3682.0,6.0,247689123.0,41.0,0.0,158.0,2.0,68.0,156.0,G,Major,72.0,92.0,77.0,9.0,0.0,8.0,11.0,Average
Celestial,Ed Sheeran,1.0,2022.0,9.0,29.0,1639.0,0.0,176474912.0,86.0,14.0,80.0,0.0,37.0,123.0,D,Major,57.0,50.0,85.0,5.0,0.0,16.0,4.0,Low
Typa Girl,BLACKPINK,1.0,2022.0,9.0,16.0,452.0,10.0,235549288.0,2.0,129.0,13.0,0.0,1.0,132.0,G,Major,92.0,53.0,62.0,7.0,0.0,63.0,10.0,Average
California Breeze,Lil Baby,1.0,2022.0,10.0,14.0,991.0,0.0,85559365.0,36.0,38.0,13.0,0.0,3.0,162.0,F,Minor,74.0,22.0,67.0,0.0,0.0,11.0,46.0,Low
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3.0,2022.0,9.0,22.0,869.0,7.0,146223492.0,14.0,12.0,12.0,2.0,28.0,138.0,A#,Major,80.0,82.0,81.0,14.0,0.0,13.0,36.0,Low
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3.0,2022.0,7.0,1.0,648.0,4.0,187701588.0,0.0,0.0,30.0,0.0,0.0,161.0,A#,Minor,59.0,62.0,60.0,12.0,0.0,5.0,44.0,Low
Major Distribution,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1545.0,0.0,154863153.0,22.0,7.0,15.0,0.0,0.0,131.0,G#,Minor,91.0,23.0,55.0,1.0,0.0,7.0,32.0,Low
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3.0,2022.0,11.0,4.0,1930.0,0.0,191333656.0,24.0,8.0,17.0,0.0,1.0,122.0,E,Minor,75.0,45.0,63.0,6.0,0.0,35.0,12.0,Low
Vigilante Shit,Taylor Swift,1.0,2022.0,10.0,21.0,1948.0,0.0,253650850.0,12.0,9.0,16.0,0.0,0.0,80.0,E,Minor,80.0,16.0,28.0,17.0,0.0,12.0,39.0,Average
Question...?,Taylor Swift,1.0,2022.0,10.0,21.0,1608.0,0.0,223064273.0,10.0,3.0,12.0,0.0,0.0,109.0,G,Major,75.0,11.0,50.0,20.0,0.0,30.0,17.0,Low
On BS,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1338.0,0.0,170413877.0,9.0,20.0,7.0,0.0,0.0,158.0,A,Major,84.0,33.0,36.0,2.0,0.0,39.0,59.0,Low
Mastermind,Taylor Swift,1.0,2022.0,10.0,21.0,1936.0,0.0,218320587.0,7.0,5.0,13.0,0.0,0.0,126.0,E,Major,66.0,12.0,35.0,55.0,0.0,9.0,14.0,Low
Circo Loco,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1794.0,0.0,141720999.0,26.0,9.0,17.0,0.0,3.0,104.0,C#,Major,73.0,25.0,61.0,1.0,0.0,32.0,7.0,Low
Labyrinth,Taylor Swift,1.0,2022.0,10.0,21.0,1597.0,0.0,187339835.0,6.0,3.0,15.0,0.0,0.0,110.0,nan,Major,48.0,15.0,31.0,80.0,22.0,12.0,4.0,Low
Spin Bout U,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1652.0,2.0,198365537.0,26.0,52.0,10.0,0.0,95.0,130.0,G,Major,77.0,20.0,70.0,1.0,0.0,16.0,5.0,Low
Sweet Nothing,Taylor Swift,1.0,2022.0,10.0,21.0,1747.0,0.0,186104310.0,9.0,6.0,13.0,0.0,2.0,177.0,nan,Major,34.0,39.0,16.0,97.0,0.0,12.0,5.0,Low
"Would've, Could've, Should've",Taylor Swift,1.0,2022.0,10.0,21.0,1715.0,0.0,177503916.0,4.0,5.0,8.0,0.0,0.0,158.0,G,Major,48.0,55.0,84.0,43.0,0.0,15.0,12.0,Low
Con La Brisa,"Ludwig Goransson, Foudeqush",2.0,2022.0,11.0,4.0,486.0,0.0,71095708.0,8.0,1.0,7.0,0.0,0.0,114.0,D,Minor,62.0,25.0,44.0,51.0,33.0,14.0,3.0,Low
Privileged Rappers,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1007.0,0.0,112436403.0,6.0,5.0,3.0,0.0,0.0,144.0,F,Major,93.0,62.0,61.0,0.0,0.0,12.0,20.0,Low
The Astronaut,Jin,1.0,2022.0,10.0,28.0,481.0,9.0,203436468.0,10.0,100.0,15.0,1.0,27.0,125.0,F,Major,54.0,22.0,76.0,0.0,0.0,14.0,3.0,Low
BackOutsideBoyz,Drake,1.0,2022.0,11.0,4.0,1045.0,0.0,93367537.0,8.0,5.0,2.0,0.0,0.0,142.0,F,Minor,85.0,40.0,43.0,4.0,0.0,39.0,32.0,Low
Broke Boys,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1060.0,0.0,106249219.0,3.0,8.0,5.0,0.0,0.0,120.0,D,Major,64.0,11.0,53.0,1.0,0.0,25.0,27.0,Low
The Great War,Taylor Swift,1.0,2022.0,10.0,21.0,1274.0,0.0,181382590.0,1.0,6.0,11.0,0.0,0.0,96.0,F,Major,57.0,55.0,74.0,22.0,0.0,8.0,4.0,Low
My Mind & Me,Selena Gomez,1.0,2022.0,11.0,3.0,953.0,0.0,91473363.0,61.0,13.0,37.0,1.0,0.0,144.0,A,Major,60.0,24.0,39.0,57.0,0.0,8.0,3.0,Low
Bigger Than The Whole Sky,Taylor Swift,1.0,2022.0,10.0,21.0,1180.0,0.0,121871870.0,4.0,0.0,8.0,0.0,0.0,166.0,F#,Major,42.0,7.0,24.0,83.0,1.0,12.0,6.0,Low
A Veces (feat. Feid),"Feid, Paulo Londra",2.0,2022.0,11.0,3.0,573.0,0.0,73513683.0,2.0,0.0,7.0,0.0,0.0,92.0,C#,Major,80.0,81.0,67.0,4.0,0.0,8.0,6.0,Low
En La De Ella,"Feid, Sech, Jhayco",3.0,2022.0,10.0,20.0,1320.0,0.0,133895612.0,29.0,26.0,17.0,0.0,0.0,97.0,C#,Major,82.0,67.0,77.0,8.0,0.0,12.0,5.0,Low
Alone,Burna Boy,1.0,2022.0,11.0,4.0,782.0,2.0,96007391.0,27.0,18.0,32.0,1.0,0.0,90.0,E,Minor,61.0,32.0,67.0,15.0,0.0,11.0,5.0,Low
